measure,location,sex,age,cause,metric,year,val,upper,lower
Deaths,France,Male,55 to 59,Cardiovascular diseases,Percent,2019,0.15396353460803677,0.1728134229771805,0.1361774284690612
Deaths,France,Female,55 to 59,Cardiovascular diseases,Percent,2019,0.09660049674939208,0.11329474518742258,0.0818103889590155
Deaths,France,Male,55 to 59,Cardiovascular diseases,Rate,2019,108.50379618077173,121.88581301913153,95.70536779462633
Deaths,France,Female,55 to 59,Cardiovascular diseases,Rate,2019,32.13228838318932,37.55955449915219,27.13494640465076
Deaths,France,Male,60 to 64,Cardiovascular diseases,Number,2019,3278.675199897137,3660.9566860637856,2920.6372707537184
Deaths,France,Female,60 to 64,Cardiovascular diseases,Number,2019,1118.393195965785,1303.2323453693612,947.5686487457194
Deaths,France,Male,60 to 64,Cardiovascular diseases,Percent,2019,0.16575827773996543,0.18467969964701408,0.14853895169553924
Deaths,France,Female,60 to 64,Cardiovascular diseases,Percent,2019,0.11428887382007569,0.13327144494350546,0.0970949804311275
Deaths,France,Male,60 to 64,Cardiovascular diseases,Rate,2019,171.0860324459689,191.03403545274807,152.4030934454115
Deaths,France,Female,60 to 64,Cardiovascular diseases,Rate,2019,53.360130592413135,62.17906939349208,45.20984840102235
Deaths,France,Male,65 to 69,Cardiovascular diseases,Number,2019,4822.9612861203605,5350.175287304661,4279.277310148735
Deaths,France,Female,65 to 69,Cardiovascular diseases,Number,2019,1925.4264677918588,2216.367314887311,1621.5713588478193
Deaths,France,Male,65 to 69,Cardiovascular diseases,Percent,2019,0.18267841064780724,0.20225350793005425,0.1622730393263982
Deaths,France,Female,65 to 69,Cardiovascular diseases,Percent,2019,0.13937503311103958,0.159898768243248,0.11757338813324132
Deaths,France,Male,65 to 69,Cardiovascular diseases,Rate,2019,264.7639254438777,293.70615413317586,234.9175519941383
Deaths,France,Female,65 to 69,Cardiovascular diseases,Rate,2019,94.332999568684,108.58715222663682,79.44613458555499
Deaths,France,Male,70 to 74,Cardiovascular diseases,Number,2019,6579.973732914609,7174.477801519558,5969.53196990081
Deaths,France,Female,70 to 74,Cardiovascular diseases,Number,2019,3350.0412679170454,3721.7076501324254,2925.9463472920997
Deaths,France,Male,70 to 74,Cardiovascular diseases,Percent,2019,0.20994753634796703,0.2278608440023772,0.1914508522949698
Deaths,France,Female,70 to 74,Cardiovascular diseases,Percent,2019,0.18596636013343754,0.2068787887452799,0.16336795618860994
Deaths,France,Male,70 to 74,Cardiovascular diseases,Rate,2019,440.2770170400733,480.05627582863923,399.43134053653694
Deaths,France,Female,70 to 74,Cardiovascular diseases,Rate,2019,194.30931014997705,215.8667276737056,169.71092915272465
Deaths,France,Male,75 to 79,Cardiovascular diseases,Number,2019,7693.565321762993,8470.09601830123,6823.064449860806
Deaths,France,Female,75 to 79,Cardiovascular diseases,Number,2019,5165.340541582078,5829.913622309726,4355.123891207168
Deaths,France,Male,75 to 79,Cardiovascular diseases,Percent,2019,0.243264675396258,0.26635857841660426,0.21702015865439506
Deaths,France,Female,75 to 79,Cardiovascular diseases,Percent,2019,0.24120414760522244,0.2718373952686628,0.20489338684232755
Deaths,France,Male,75 to 79,Cardiovascular diseases,Rate,2019,798.9334289248022,879.5717683817678,708.5368159911937
Deaths,France,Female,75 to 79,Cardiovascular diseases,Rate,2019,430.36590301280074,485.7368106427851,362.86026276167325
Deaths,France,Male,80 plus,Cardiovascular diseases,Number,2019,46381.97632553873,50469.47468871351,39716.77513270306
Deaths,France,Female,80 plus,Cardiovascular diseases,Number,2019,78794.14457205556,89121.8732585415,60207.939275202596
Deaths,France,Male,80 plus,Cardiovascular diseases,Percent,2019,0.3136613930304616,0.3417916127253188,0.27049316665585216
Deaths,France,Female,80 plus,Cardiovascular diseases,Percent,2019,0.36094467836122757,0.40824212092669776,0.27696268099521804
Deaths,France,Male,80 plus,Cardiovascular diseases,Rate,2019,3168.756509828224,3448.0091004534024,2713.398602677476
Deaths,France,Female,80 plus,Cardiovascular diseases,Rate,2019,3036.3503302666586,3434.331710462217,2320.126670526357
Deaths,France,Male,All Ages,Cardiovascular diseases,Number,2019,74276.51261116742,79127.73958707115,66808.5786237575
Deaths,France,Female,All Ages,Cardiovascular diseases,Number,2019,92219.46919649185,103109.51223678191,72780.67647841392
Deaths,France,Male,All Ages,Cardiovascular diseases,Percent,2019,0.24751461262153565,0.263322614215052,0.22291612453225296
Deaths,France,Female,All Ages,Cardiovascular diseases,Percent,2019,0.30416543406773916,0.33979640874392647,0.24182874047768602
Deaths,France,Male,All Ages,Cardiovascular diseases,Rate,2019,231.40070254720524,246.51419254527042,208.13513567401006
Deaths,France,Female,All Ages,Cardiovascular diseases,Rate,2019,270.3934438752644,302.3237538984095,213.39764728680973
Deaths,France,Male,5-14 years,Cardiovascular diseases,Number,2019,11.042809626514709,13.427787599308521,9.082252855987154
Deaths,France,Female,5-14 years,Cardiovascular diseases,Number,2019,10.452133443400792,12.357057261100655,8.622552893091626
Deaths,France,Male,5-14 years,Cardiovascular diseases,Percent,2019,0.029738511320262947,0.035790351822375256,0.024672639887368245
Deaths,France,Female,5-14 years,Cardiovascular diseases,Percent,2019,0.03827990870073408,0.04523140972479904,0.0317717855972817
Deaths,France,Male,5-14 years,Cardiovascular diseases,Rate,2019,0.2646098669811353,0.3217591546604784,0.21763063942906186
Deaths,France,Female,5-14 years,Cardiovascular diseases,Rate,2019,0.26212029625995514,0.3098922844527957,0.216237778736102
Deaths,France,Male,15-49 years,Cardiovascular diseases,Number,2019,1819.3668945712761,1982.9645741536156,1659.2529141140867
Deaths,France,Female,15-49 years,Cardiovascular diseases,Number,2019,691.129746512354,773.9494016720394,619.4147010847644
Deaths,France,Male,15-49 years,Cardiovascular diseases,Percent,2019,0.10697226872231383,0.11683130787856881,0.09781400199660419
Deaths,France,Female,15-49 years,Cardiovascular diseases,Percent,2019,0.08496280606235732,0.09511853890812344,0.07602598901911357
Deaths,France,Male,15-49 years,Cardiovascular diseases,Rate,2019,12.841447728343093,13.99615217916244,11.711331907970061
Deaths,France,Female,15-49 years,Cardiovascular diseases,Rate,2019,4.844801932939254,5.42536560774533,4.342081289729024
Deaths,France,Male,50-69 years,Cardiovascular diseases,Number,2019,11773.38734653624,12599.581692128135,10981.403443300434
Deaths,France,Female,50-69 years,Cardiovascular diseases,Number,2019,4191.670794911697,4609.843387055013,3786.9171444347985
Deaths,France,Male,50-69 years,Cardiovascular diseases,Percent,2019,0.16719688684561987,0.1789501408222659,0.156451760155893
Deaths,France,Female,50-69 years,Cardiovascular diseases,Percent,2019,0.11672862162663242,0.12798049448825694,0.10571839486324704
Deaths,France,Male,50-69 years,Cardiovascular diseases,Rate,2019,147.706291065521,158.07154100547035,137.77023770319192
Deaths,France,Female,50-69 years,Cardiovascular diseases,Rate,2019,49.03403071787409,53.92580030851542,44.29923547709612
Deaths,France,Male,70+ years,Cardiovascular diseases,Number,2019,60655.515380216355,65193.808400938375,53010.89651052546
Deaths,France,Female,70+ years,Cardiovascular diseases,Number,2019,87309.52638155488,98188.34009561596,67986.1633888984
Deaths,France,Male,70+ years,Cardiovascular diseases,Percent,2019,0.2876855651474084,0.3089242978833543,0.252847778133663
Deaths,France,Female,70+ years,Cardiovascular diseases,Percent,2019,0.3387659155069925,0.3803887417671236,0.26492196451777733
Deaths,France,Male,70+ years,Cardiovascular diseases,Rate,2019,1546.85505830723,1662.5919615579785,1351.8997060480508
Deaths,France,Female,70+ years,Cardiovascular diseases,Rate,2019,1581.8876577803326,1778.991706545396,1231.7839441110045
Deaths,France,Male,Age-standardized,Cardiovascular diseases,Rate,2019,115.81475981690832,123.03029062190905,104.98378488156138
Deaths,France,Female,Age-standardized,Cardiovascular diseases,Rate,2019,72.2457631285929,79.82624530221034,59.21296821818322
Deaths,France,Male,<1 year,Cardiovascular diseases,Number,2019,10.21631801569727,13.279427796965962,7.547014113393248
Deaths,France,Female,<1 year,Cardiovascular diseases,Number,2019,9.46938347829659,11.836975103019816,7.213969674356905
Deaths,France,Male,<1 year,Cardiovascular diseases,Percent,2019,0.008536283457992655,0.010640313858784339,0.006591018419506873
Deaths,France,Female,<1 year,Cardiovascular diseases,Percent,2019,0.010092447414539532,0.012306234467382576,0.007794389346140533
Deaths,France,Male,<1 year,Cardiovascular diseases,Rate,2019,2.8105375002283326,3.6532075203221024,2.0762045727094156
Deaths,France,Female,<1 year,Cardiovascular diseases,Rate,2019,2.7270674938418336,3.4089051418020353,2.0775356965518523
Deaths,France,Male,80 to 84,Cardiovascular diseases,Number,2019,12429.057450149661,13723.855397089474,10780.153563637376
Deaths,France,Female,80 to 84,Cardiovascular diseases,Number,2019,11806.870166002493,13479.249907241729,9298.435230551533
Deaths,France,Male,80 to 84,Cardiovascular diseases,Percent,2019,0.2834530819817321,0.31310111560047194,0.24687926174542982
Deaths,France,Female,80 to 84,Cardiovascular diseases,Percent,2019,0.3026445370371699,0.34424301683587716,0.23873547267797027
Deaths,France,Male,80 to 84,Cardiovascular diseases,Rate,2019,1652.4897463670518,1824.6379836341878,1433.261797977976
Deaths,France,Female,80 to 84,Cardiovascular diseases,Rate,2019,1079.562604866331,1232.4768492337014,850.2035524689585
Deaths,France,Male,85 to 89,Cardiovascular diseases,Number,2019,16317.704290533518,18248.921263860822,13922.247703120021
Deaths,France,Female,85 to 89,Cardiovascular diseases,Number,2019,22214.622257194613,25437.683678409492,16718.148401284205
Deaths,France,Male,85 to 89,Cardiovascular diseases,Percent,2019,0.31364457047655825,0.3498057444106729,0.2676503993914183
Deaths,France,Female,85 to 89,Cardiovascular diseases,Percent,2019,0.34713964239219414,0.39688454182227556,0.2631986949740689
Deaths,France,Male,85 to 89,Cardiovascular diseases,Rate,2019,3460.787758024294,3870.375524806976,2952.7403829159744
Deaths,France,Female,85 to 89,Cardiovascular diseases,Rate,2019,2570.1221560470835,2943.014455229986,1934.2072584784917
Deaths,France,Male,90 to 94,Cardiovascular diseases,Number,2019,12584.45305333,14202.979786151845,10422.334634496186
Deaths,France,Female,90 to 94,Cardiovascular diseases,Number,2019,26654.478154625813,30702.545959473257,20166.807384146494
Deaths,France,Male,90 to 94,Cardiovascular diseases,Percent,2019,0.3379102584436463,0.3812802107692848,0.2798529463556015
Deaths,France,Female,90 to 94,Cardiovascular diseases,Percent,2019,0.38015608947827056,0.438520853415332,0.28678591352149807
Deaths,France,Male,90 to 94,Cardiovascular diseases,Rate,2019,6517.695748691368,7355.9574324492405,5397.898967148168
Deaths,France,Female,90 to 94,Cardiovascular diseases,Rate,2019,5596.925175055406,6446.941163957812,4234.639721477122
Deaths,France,Male,20 plus,Cardiovascular diseases,Number,2019,74227.75719148623,79079.00820892675,66763.2888966514
Deaths,France,Female,20 plus,Cardiovascular diseases,Number,2019,92178.35390765921,103071.85880516845,72738.07516361777
Deaths,France,Male,20 plus,Cardiovascular diseases,Percent,2019,0.24942887056403906,0.2653418078255241,0.22453269407086485
Deaths,France,Female,20 plus,Cardiovascular diseases,Percent,2019,0.30575366684229327,0.34176746129389973,0.2430400738908457
Deaths,France,Male,20 plus,Cardiovascular diseases,Rate,2019,309.9500444671351,330.207230262174,278.78094590554065
Deaths,France,Female,20 plus,Cardiovascular diseases,Rate,2019,350.1440228448237,391.52353838178675,276.2991653907377
Deaths,France,Male,0 to 14,Cardiovascular diseases,Number,2019,28.24298984367239,33.61440948384058,23.42558216610762
Deaths,France,Female,0 to 14,Cardiovascular diseases,Number,2019,27.14227351303524,31.1850591662025,23.212076056410247
Deaths,France,Male,0 to 14,Cardiovascular diseases,Percent,2019,0.015472712197030536,0.01788232469406237,0.013018544577198884
Deaths,France,Female,0 to 14,Cardiovascular diseases,Percent,2019,0.01916247911402033,0.021471673608910405,0.0166382989742905
Deaths,France,Male,0 to 14,Cardiovascular diseases,Rate,2019,0.4676995820405599,0.5566494678202325,0.3879240494292058
Deaths,France,Female,0 to 14,Cardiovascular diseases,Rate,2019,0.47020332494971495,0.5402391403085608,0.40211794842712956
Deaths,France,Male,50 to 74 years,Cardiovascular diseases,Number,2019,18353.361079450828,19533.66555304458,17293.992894950403
Deaths,France,Female,50 to 74 years,Cardiovascular diseases,Number,2019,7541.712062828734,8167.904767536853,6879.116714685233
Deaths,France,Male,50 to 74 years,Cardiovascular diseases,Percent,2019,0.18036393153770838,0.190577103525784,0.17031409967172828
Deaths,France,Female,50 to 74 years,Cardiovascular diseases,Percent,2019,0.13985863740602936,0.15128150166527862,0.12834127384487073
Deaths,France,Male,50 to 74 years,Cardiovascular diseases,Rate,2019,193.90117018840706,206.37095256874093,182.7090659331822
Deaths,France,Female,50 to 74 years,Cardiovascular diseases,Rate,2019,73.41602169624021,79.5117963442098,66.96587959987302
Deaths,France,Male,Neonatal,Cardiovascular diseases,Number,2019,4.101077960821565,5.530172660024493,3.0294194255270472
Deaths,France,Female,Neonatal,Cardiovascular diseases,Number,2019,3.209511367570505,4.139236392852965,2.431669275288673
Deaths,France,Male,Neonatal,Cardiovascular diseases,Percent,2019,0.004950244442666414,0.006222861968210353,0.0038734966404610463
Deaths,France,Female,Neonatal,Cardiovascular diseases,Percent,2019,0.004939625465230497,0.0060543142112170455,0.0039039074407662654
Deaths,France,Male,Neonatal,Cardiovascular diseases,Rate,2019,14.702632725079834,19.82603069323986,10.860666783038615
Deaths,France,Female,Neonatal,Cardiovascular diseases,Rate,2019,12.047502125784204,15.537399164835294,9.127726126553693
Deaths,France,Male,25 plus,Cardiovascular diseases,Number,2019,74193.74367516962,79045.7288869864,66729.63405127882
Deaths,France,Female,25 plus,Cardiovascular diseases,Number,2019,92156.59985568546,103051.36779379545,72713.17228900289
Deaths,France,Male,25 plus,Cardiovascular diseases,Percent,2019,0.2502852477570837,0.26626169161398183,0.22529744552641912
Deaths,France,Female,25 plus,Cardiovascular diseases,Percent,2019,0.3060900780322687,0.3421436177391024,0.24330931387956198
Deaths,France,Male,25 plus,Cardiovascular diseases,Rate,2019,337.19199929911355,359.2430579612171,303.26948882320943
Deaths,France,Female,25 plus,Cardiovascular diseases,Rate,2019,377.0263050265588,421.59841495964855,297.4803618819817
Deaths,France,Male,<20 years,Cardiovascular diseases,Number,2019,48.75541968132669,56.84048169495713,41.417887193803885
Deaths,France,Female,<20 years,Cardiovascular diseases,Number,2019,41.115288832674196,46.51921059421705,35.773638010673736
Deaths,France,Male,<20 years,Cardiovascular diseases,Percent,2019,0.01952240198978598,0.022370621957613926,0.016706062709678917
Deaths,France,Female,<20 years,Cardiovascular diseases,Percent,2019,0.024062356502532134,0.026917101411182035,0.0209893738759805
Deaths,France,Male,<20 years,Cardiovascular diseases,Rate,2019,0.5981997493797746,0.6973986097707974,0.5081726278045456
Deaths,France,Female,<20 years,Cardiovascular diseases,Rate,2019,0.5284863369574084,0.5979470873995315,0.45982600265419554
Deaths,France,Male,10 to 24,Cardiovascular diseases,Number,2019,61.364181734437665,71.64460259544853,52.2117131879988
Deaths,France,Female,10 to 24,Cardiovascular diseases,Number,2019,41.72453070942441,48.04034410254902,35.72486885724312
Deaths,France,Male,10 to 24,Cardiovascular diseases,Percent,2019,0.030287521494545312,0.03529535825518631,0.025827621249369055
Deaths,France,Female,10 to 24,Cardiovascular diseases,Percent,2019,0.049796486426532276,0.05698884487694867,0.04282299166457772
Deaths,France,Male,10 to 24,Cardiovascular diseases,Rate,2019,0.9943494672072943,1.1609341215916966,0.8460422305497962
Deaths,France,Female,10 to 24,Cardiovascular diseases,Rate,2019,0.7058104495565349,0.8126484897818625,0.6043204158263574
Deaths,France,Male,85 plus,Cardiovascular diseases,Number,2019,33952.91887538902,37491.37272005822,28623.177822586666
Deaths,France,Female,85 plus,Cardiovascular diseases,Number,2019,66987.27440605321,76252.26527816287,50937.12659870215
Deaths,France,Male,85 plus,Cardiovascular diseases,Percent,2019,0.3263945157295579,0.3603824915144297,0.27763901732268553
Deaths,France,Female,85 plus,Cardiovascular diseases,Percent,2019,0.3736301246299234,0.4255068442533325,0.2859313477583232
Deaths,France,Male,85 plus,Cardiovascular diseases,Rate,2019,4771.437919049362,5268.70040511793,4022.444035743237
Deaths,France,Female,85 plus,Cardiovascular diseases,Rate,2019,4461.78347826855,5078.891482229262,3392.7403660422087
Deaths,France,Male,10 to 54,Cardiovascular diseases,Number,2019,3253.523973216992,3518.8883908883054,2984.8636381071783
Deaths,France,Female,10 to 54,Cardiovascular diseases,Number,2019,1143.188633290671,1268.2726734945832,1031.739917357863
Deaths,France,Male,10 to 54,Cardiovascular diseases,Percent,2019,0.12110720673346394,0.13088152671142655,0.11141816338134383
Deaths,France,Female,10 to 54,Cardiovascular diseases,Percent,2019,0.08581329353726727,0.09530267983143464,0.07748995036330504
Deaths,France,Male,10 to 54,Cardiovascular diseases,Rate,2019,17.63718308279615,19.075709694758018,16.180789474996196
